field_1,id,latitude,longitude,place_town_name,place_county_name,kc_af1,kc_am1,kc_pm1,pc_af1,pc_am1,pc_pm1,po_af1,po_am1,po_pm1,tac_af1,tac_am1,tac_pm1
962,90172818,48.7957478464,-122.4902120233,"Bellingham, Washington, USA",Whatcom,,,,,,,,,,,,
963,90177615,48.8396226736,-122.2973679006,,Whatcom,,,,,,,,,,,,
964,90444489,47.28793203,-122.32732861,,King,87.2902450561523,61.343563079834,83.0040893554688,,,,,,,31.1322269439697,15.575026512146,27.9022960662842
965,90471272,48.9709225996,-122.068163082,,Whatcom,,,,,,,,,,,,
966,90471626,48.9720162115,-122.0701060072,,Whatcom,,,,,,,,,,,,
967,90472304,48.9737363622,-122.0704255253,,Whatcom,,,,,,,,,,,,
968,90473338,48.974056573,-122.0679910854,,Whatcom,,,,,,,,,,,,
969,90578830,48.6616022547,-122.2160838917,"Bellingham, Washington, USA",Whatcom,,,,,,,,,,,,
970,90611638,48.7176034495,-122.1893489733,,Whatcom,,,,,,,,,,,,
971,90738744,49.333969,-122.936349,,Greater Vancouver,,,,,,,,,,,,
972,90750461,45.8466482114,-121.9888091478,,Skamania,,,,,,,,,,,,
973,90817505,45.4744266667,-122.6705816667,Portland,Multnomah,,,,,,,32.0137367248535,16.5418682098389,29.3593559265137,,,
974,90830926,48.8381880881,-122.1656838432,,Whatcom,,,,,,,,,,,,
975,90850004,47.719481,-124.3149329722,,Jefferson,,,,,,,,,,,,
976,91030638,48.8919374173,-122.1500371769,,Whatcom,,,,,,,,,,,,
977,91060842,45.5178567991,-122.7178442015,Portland,Multnomah,,,,,,,27.5794868469238,15.5807027816772,27.4121112823486,,,
978,91150028,48.8181898696,-122.1771130711,,Whatcom,,,,,,,,,,,,
979,91285348,45.8661333333,-122.70475,,Clark,,,,,,,,,,,,
980,91298428,45.866255,-122.7044616667,,Clark,,,,,,,,,,,,
981,91299562,45.8661033333,-122.7044916667,,Clark,,,,,,,,,,,,
982,91422286,45.5135159072,-122.7194336654,Portland,Multnomah,,,,,,,26.403377532959,15.7670001983643,27.3496780395508,,,
983,91426275,45.5137287014,-122.7197675129,,Multnomah,,,,,,,,,,,,
984,91427678,45.513750073,-122.7197336237,Portland,Multnomah,,,,,,,,,,,,
985,91442960,50.276581576,-118.0351181685,,Central Kootenay,,,,,,,,,,,,
986,91449372,40.8760078378,-124.0778524026,,Humboldt,,,,,,,,,,,,
987,91477503,45.5174321076,-122.7176315804,Portland,Multnomah,,,,,,,27.4681549072266,15.2725534439087,27.4144611358643,,,
988,91487008,48.48299414,-123.45130764,"Saanich, British Columbia",Capital,,,,,,,,,,,,
989,91491047,49.3993434531,-123.4673496567,,Sunshine Coast,,,,,,,,,,,,
990,91494967,49.322352,-123.143808,,Greater Vancouver,,,,,,,,,,,,
991,91495053,49.3223713,-123.1398039,,Greater Vancouver,,,,,,,,,,,,
992,91568452,48.8465044051,-122.5772413239,,Whatcom,,,,,,,,,,,,
993,91568935,48.8433233656,-122.5874950737,,Whatcom,,,,,,,,,,,,
994,91572373,49.0350437258,-125.3626506647,,Alberni-Clayoquot,,,,,,,,,,,,
995,91669909,49.113388,-122.759189,,Greater Vancouver,,,,,,,,,,,,
996,91671669,48.7396258189,-122.3702301085,"Bellingham, Washington, USA",Whatcom,,,,,,,,,,,,
997,91707462,48.7102232747,-122.3312978446,"Bellingham, Washington, USA",Whatcom,,,,,,,,,,,,
998,91766020,48.7876996678,-122.4566609412,"Bellingham, Washington, USA",Whatcom,,,,,,,,,,,,
999,91922480,48.8331789642,-122.3771103099,,Whatcom,,,,,,,,,,,,
1000,92017703,48.9202679852,-122.2904897109,,Whatcom,,,,,,,,,,,,
1001,92025339,48.9396033023,-122.1514681354,,Whatcom,,,,,,,,,,,,
1002,92029160,48.9672135165,-122.1636597812,,Whatcom,,,,,,,,,,,,
1003,92030095,48.94397727,-122.2378614172,,Whatcom,,,,,,,,,,,,
1004,92121276,47.1694666667,-122.1659861667,,Pierce,,,,83,59,82,,,,,,
1005,92123906,45.50193,-122.6227416667,Portland,Multnomah,,,,,,,30.9703807830811,15.7101373672485,29.5016975402832,,,
1006,92132264,45.5024963869,-122.6351615488,Portland,Multnomah,,,,,,,31.1621322631836,15.8077697753906,29.1659164428711,,,
1007,92260974,48.7840507585,-122.4562224001,"Bellingham, Washington, USA",Whatcom,,,,,,,,,,,,
1008,92304272,47.0388221667,-123.5188133333,,Grays Harbor,,,,,,,,,,,,
1009,92304436,47.246955,-122.4848416667,Tacoma,Pierce,,,,,,,,,,31.6023769378662,16.2176704406738,29.4579238891602
1010,92375336,48.8365875092,-122.2502961382,,Whatcom,,,,,,,,,,,,
1011,92421752,49.13792853,-123.75099035,,Nanaimo,,,,,,,,,,,,
1012,92491792,47.4318916667,-122.2553033333,Kent City Limits,King,91.6991806030273,62.4171485900879,88.0604553222656,,,,,,,,,
1013,92494481,47.43175,-122.2556383333,Kent City Limits,King,91.6881942749023,62.4450569152832,87.9561309814453,,,,,,,,,
1014,92494642,47.431655,-122.2558833333,Kent City Limits,King,91.6589508056641,62.4663391113281,87.8696517944336,,,,,,,,,
1015,92531613,47.53054067,-122.06905539,Issaquah City Limits,King,89.2606582641602,57.5463905334473,85.2196884155273,,,,,,,,,
1016,92579391,47.52994119,-122.07701636,Issaquah City Limits,King,89.3012771606445,56.453742980957,80.5566101074219,,,,,,,,,
1017,92579503,47.53012937,-122.07675156,Issaquah City Limits,King,89.3655395507812,56.4089889526367,80.3401794433594,,,,,,,,,
1018,92695744,47.3824366667,-122.3174216667,Des Moines City Limits,King,88.5774993896484,59.2054100036621,85.5757217407227,,,,,,,,,
1019,92700922,48.4408121975,-123.3912630938,,Capital,,,,,,,,,,,,
1020,92715982,48.7663885239,-122.4651353806,"Bellingham, Washington, USA",Whatcom,,,,,,,,,,,,
1021,92719575,48.8146136062,-122.3312844336,,Whatcom,,,,,,,,,,,,
1022,92835613,48.9784988188,-122.7322619408,,Whatcom,,,,,,,,,,,,
1023,92837105,48.9579413627,-122.750271298,,Whatcom,,,,,,,,,,,,
1024,92838506,48.9794309667,-122.79054299,,Whatcom,,,,,,,,,,,,
1025,92840637,48.9655041464,-122.7816005051,,Whatcom,,,,,,,,,,,,
1026,92944664,48.9146396498,-121.99874195,,Whatcom,,,,,,,,,,,,
1027,93058323,48.611550856,-122.2332708165,"Bellingham, Washington, USA",Skagit,,,,,,,,,,,,
1028,93072429,48.67302,-121.0734416667,,Whatcom,,,,,,,,,,,,
1029,93073576,48.67295,-121.0734166667,,Whatcom,,,,,,,,,,,,
1030,93074037,48.6696583333,-121.2638783333,,Whatcom,,,,,,,,,,,,
1031,93081614,48.5053974423,-122.2466439754,,Skagit,,,,,,,,,,,,
1032,93084584,47.252575,-122.4829783333,Tacoma,Pierce,,,,,,,,,,31.7480964660645,16.0989742279053,29.3075370788574
1033,93084914,47.2525533333,-122.476945,Tacoma,Pierce,,,,,,,,,,32.2170906066895,17.1005897521973,29.3105926513672
1034,93085326,48.6638067568,-122.2101189941,"Bellingham, Washington, USA",Whatcom,,,,,,,,,,,,
1035,93086413,47.418005,-123.565505,,Grays Harbor,,,,,,,,,,,,
1036,93086790,47.3923833333,-123.603845,,Grays Harbor,,,,,,,,,,,,
1037,93088148,48.7708941032,-122.2006595135,,Whatcom,,,,,,,,,,,,
1038,93224407,45.497395,-122.6397166667,Portland,Multnomah,,,,,,,31.2731304168701,15.9090995788574,29.245943069458,,,
1039,93307318,47.8835760663,-122.6311262326,,Jefferson,,,,,,,,,,,,
1040,93320242,45.487295,-122.5722283333,Portland,Multnomah,,,,,,,31.639627456665,14.3510236740112,28.9689998626709,,,
1041,93387578,48.598223,-116.967681,,Bonner,,,,,,,,,,,,
1042,93388172,48.8558685104,-122.3327274621,,Whatcom,,,,,,,,,,,,
1043,93388545,48.8486191759,-122.3115346581,,Whatcom,,,,,,,,,,,,
1044,93413987,48.1908216667,-113.9840083333,,Flathead,,,,,,,,,,,,
1045,93521760,48.8311577827,-122.3067247868,,Whatcom,,,,,,,,,,,,
1046,93528506,45.5140533333,-122.6009216667,Portland,Multnomah,,,,,,,30.4482612609863,16.2896499633789,27.6913890838623,,,
1047,93743208,48.819525025,-122.1635035425,,Whatcom,,,,,,,,,,,,
1048,93750688,48.7241159786,-122.1742172912,,Whatcom,,,,,,,,,,,,
1049,93750965,48.732638082,-122.12606024,,Whatcom,,,,,,,,,,,,
1050,93796749,48.0248526566,-122.6798538384,,Jefferson,,,,,,,,,,,,
1051,93798041,48.024418535,-122.6795078335,,Jefferson,,,,,,,,,,,,
1052,93798592,48.0243144888,-122.6801193771,,Jefferson,,,,,,,,,,,,
1053,93799295,48.0243431912,-122.6804090557,,Jefferson,,,,,,,,,,,,
1054,93944771,47.380005,-122.3171916667,Des Moines City Limits,King,88.5605163574219,58.8364944458008,85.5244369506836,,,,,,,,,
1055,93961544,45.5202271689,-123.1103981378,,Washington,,,,,,,,,,,,
1056,94061931,48.8385978793,-122.1534083784,,Whatcom,,,,,,,,,,,,
1057,94062055,48.7937907539,-122.1160894632,,Whatcom,,,,,,,,,,,,
1058,94062398,48.7741776245,-122.0595206693,,Whatcom,,,,,,,,,,,,
1059,94062928,48.7763931066,-122.0831210911,,Whatcom,,,,,,,,,,,,
1060,94063481,48.7282299194,-122.1437024698,,Whatcom,,,,,,,,,,,,
1061,94063567,48.7289506703,-122.1426322684,,Whatcom,,,,,,,,,,,,
1062,94121115,48.7587222099,-122.4665626511,"Bellingham, Washington, USA",Whatcom,,,,,,,,,,,,
1063,94125114,46.320415,-115.255671,,Idaho,,,,,,,,,,,,
1064,94145216,48.760749406,-122.4549289048,"Bellingham, Washington, USA",Whatcom,,,,,,,,,,,,
1065,94160823,45.5200685126,-123.1104145433,,Washington,,,,,,,,,,,,
1066,94283153,45.5166166667,-122.58335,Portland,Multnomah,,,,,,,31.6817665100098,15.0882530212402,29.1304588317871,,,
1067,94284521,45.5291833333,-122.583595,Portland,Multnomah,,,,,,,31.4675445556641,15.1883897781372,29.0708332061768,,,
1068,94294048,45.5164083333,-122.5853883333,Portland,Multnomah,,,,,,,31.0393486022949,15.1807813644409,29.4744186401367,,,
1069,94295324,45.5095283333,-122.5976416667,Portland,Multnomah,,,,,,,30.0797138214111,15.0537767410278,27.7542839050293,,,
1070,94339857,48.0190404427,-122.6722351203,,Jefferson,,,,,,,,,,,,
1071,94445112,48.5234824842,-121.7632343994,,Skagit,,,,,,,,,,,,
1072,94487596,47.195245,-122.4965366667,Tacoma,Pierce,,,,,,,,,,31.6745796203613,16.2445163726807,27.8664627075195
1073,94496093,45.5086420058,-122.7147665621,Portland,Multnomah,,,,,,,27.6201057434082,15.0348777770996,27.3317890167236,,,
1074,94517130,48.8234812735,-122.1822531894,,Whatcom,,,,,,,,,,,,
1075,94524940,47.6889617778,-122.1072826389,Redmond City Limits,King,89.1712112426758,58.152458190918,84.7366104125977,,,,,,,,,
1076,94526169,47.6671236944,-122.1472723333,Redmond City Limits,King,89.1237564086914,59.1327209472656,85.4355773925781,,,,,,,,,
1077,94526672,40.8749168157,-124.0765538163,,Humboldt,,,,,,,,,,,,
1078,94527200,47.6938412222,-122.0967432778,Redmond City Limits,King,89.285041809082,58.2054214477539,84.5964584350586,,,,,,,,,
1079,94527941,47.6926042778,-122.1124013611,Redmond City Limits,King,89.8719253540039,59.0659828186035,85.7114715576172,,,,,,,,,
1080,94528560,47.6923098889,-122.1188613333,Redmond City Limits,King,89.6969909667969,59.0072250366211,85.6078109741211,,,,,,,,,
1081,94529579,47.6894394444,-122.1097236667,Redmond City Limits,King,88.9753189086914,58.2949028015137,84.4549789428711,,,,,,,,,
1082,94753365,47.4802077469,-122.0790265315,East Renton Highlands City Limits,King,90.4614334106445,55.7161026000977,82.3655700683594,,,,,,,,,
1083,94772406,47.00504479,-122.8512597,,Thurston,,,,,,,,,,,,
1084,94829141,48.7491991356,-122.4110198793,"Bellingham, Washington, USA",Whatcom,,,,,,,,,,,,
1085,94834038,47.710022,-122.376454,,King,89.8347244262695,57.5560111999512,83.826286315918,,,,,,,,,
1086,94854784,48.719242,-122.474633,"Bellingham, Washington, USA",Whatcom,,,,,,,,,,,,
1087,94856665,48.7414827571,-122.4015184959,"Bellingham, Washington, USA",Whatcom,,,,,,,,,,,,
1088,94856921,48.7415612955,-122.4015908317,"Bellingham, Washington, USA",Whatcom,,,,,,,,,,,,
1089,94857201,48.7414931925,-122.4017327373,"Bellingham, Washington, USA",Whatcom,,,,,,,,,,,,
1090,95072177,48.8036514177,-122.3496431485,,Whatcom,,,,,,,,,,,,
1091,95192018,48.4066973253,-122.3379306123,,Skagit,,,,,,,,,,,,
1092,95193268,48.3965605093,-122.5358484685,,Skagit,,,,,,,,,,,,
1093,95193795,48.3862070304,-122.5020750985,,Skagit,,,,,,,,,,,,
1094,95299151,46.99794801,-122.88403967,,Thurston,,,,,,,,,,,,
1095,95301158,48.7187793637,-122.2035908327,,Whatcom,,,,,,,,,,,,
1096,95304470,48.7846598121,-122.1133344993,,Whatcom,,,,,,,,,,,,
1097,95304727,48.7194646373,-122.1988168359,,Whatcom,,,,,,,,,,,,
1098,95317914,45.51568,-122.715625,Portland,Multnomah,,,,,,,27.5501861572266,15.2662515640259,27.3739452362061,,,
1099,95318063,47.5685416667,-120.6033166667,,Chelan,,,,,,,,,,,,
1100,95319296,45.517306,-122.718998,Portland,Multnomah,,,,,,,27.4341239929199,15.3258113861084,27.3707408905029,,,
1101,95320160,45.517306,-122.718998,Portland,Multnomah,,,,,,,27.4341239929199,15.3258113861084,27.3707408905029,,,
1102,95330503,48.9158229759,-122.1197691187,,Whatcom,,,,,,,,,,,,
1103,95330888,48.924616551,-122.0786934346,,Whatcom,,,,,,,,,,,,
1104,95331997,48.9277236963,-122.0294303074,,Whatcom,,,,,,,,,,,,
1105,95332515,48.8901558074,-121.9464310259,,Whatcom,,,,,,,,,,,,
1106,95333056,48.9020968029,-121.9118231535,,Whatcom,,,,,,,,,,,,
1107,95440455,48.883770192,-122.3037867621,,Whatcom,,,,,,,,,,,,
1108,95442070,48.9207707365,-122.3220542818,,Whatcom,,,,,,,,,,,,
1109,95458502,48.24119812,-115.97471509,,Lincoln,,,,,,,,,,,,
1110,95458768,48.24122121,-115.97475077,,Lincoln,,,,,,,,,,,,
1111,95556782,45.514249127,-122.7156692076,Portland,Multnomah,,,,,,,27.4789161682129,15.1961879730225,27.4216728210449,,,
1112,95560049,45.513645039,-122.7192980003,Portland,Multnomah,,,,,,,26.4594459533691,15.7455034255981,27.3521308898926,,,
1113,95560676,45.5135233572,-122.7194187642,Portland,Multnomah,,,,,,,26.4130382537842,15.7549743652344,27.3488273620605,,,
1114,95561389,45.5134411943,-122.7194441102,Portland,Multnomah,,,,,,,26.3899116516113,15.7701950073242,27.3453960418701,,,
1115,95562252,45.5134404007,-122.7194795967,Portland,Multnomah,,,,,,,26.3683681488037,15.7848377227783,27.3452625274658,,,
1116,95562725,45.5133739748,-122.7195673454,Portland,Multnomah,,,,,,,26.3929958343506,15.7545461654663,27.3374042510986,,,
1117,95563529,45.5133122594,-122.7193844987,Portland,Multnomah,,,,,,,26.4097805023193,15.7238664627075,27.338098526001,,,
1118,95564552,45.5132892623,-122.7196003157,Portland,Multnomah,,,,,,,26.4598064422607,15.7755098342896,27.3461532592773,,,
1119,95565443,45.5137634401,-122.7194804965,Portland,Multnomah,,,,,,,26.4120445251465,15.7397680282593,27.368673324585,,,
1120,95565881,45.5137381381,-122.7196046956,Portland,Multnomah,,,,,,,26.4120979309082,15.741491317749,27.3920879364014,,,
1121,95566100,45.5138059402,-122.7195119435,Portland,Multnomah,,,,,,,26.4056701660156,15.7433166503906,27.3556575775146,,,
1122,95569172,45.5145061193,-122.7185952344,Portland,Multnomah,,,,,,,26.7286167144775,15.5222473144531,27.3467388153076,,,
1123,95569344,45.5147562837,-122.7186023267,Portland,Multnomah,,,,,,,27.0030994415283,15.4742050170898,27.3557224273682,,,
1124,95575772,48.71246901,-122.511861138,"Bellingham, Washington, USA",Whatcom,,,,,,,,,,,,
1125,95577631,48.4526076,-123.7329227997,,Capital,,,,,,,,,,,,
1126,95578042,49.6192782435,-125.0197285012,,Comox-Strathcona,,,,,,,,,,,,
1127,95599434,47.5772833333,-122.1193083333,Bellevue City Limits,King,89.1770401000977,59.1609001159668,84.7662124633789,,,,,,,,,
1128,95656044,45.5147952004,-122.7183768153,Portland,Multnomah,,,,,,,27.0047302246094,15.4234580993652,27.3652114868164,,,
1129,95682994,48.6539711209,-122.4647514895,"Bellingham, Washington, USA",Whatcom,,,,,,,,,,,,
1130,95686548,48.6568051643,-122.4607529864,"Bellingham, Washington, USA",Whatcom,,,,,,,,,,,,
1131,95780842,45.5115572736,-122.7179157269,Portland,Multnomah,,,,,,,27.4634628295898,14.9580974578857,27.2983379364014,,,
1132,95781588,45.511627053,-122.7181566228,Portland,Multnomah,,,,,,,27.5047740936279,14.9228200912476,27.2986526489258,,,
1133,95783362,45.51405584,-122.71968817,Portland,Multnomah,,,,,,,26.3782615661621,15.7504625320435,27.3608303070068,,,
1134,95786773,45.5128056,-122.71620336,Portland,Multnomah,,,,,,,26.9489059448242,15.0019311904907,27.3207302093506,,,
1135,95788843,45.5101683,-122.7164968,Portland,Multnomah,,,,,,,27.5502223968506,14.8701133728027,27.2418651580811,,,
1136,95789426,45.51298069,-122.71411795,Portland,Multnomah,,,,,,,27.3650302886963,15.1122264862061,27.363395690918,,,
1137,95791236,45.5124095036,-122.7153994796,Portland,Multnomah,,,,,,,27.2402477264404,14.9647827148438,27.3418121337891,,,
1138,95792512,45.5171813965,-122.6917111063,Portland,Multnomah,,,,,,,31.6350784301758,16.8643760681152,27.9130115509033,,,
1139,95796150,48.8251573201,-122.2151417658,,Whatcom,,,,,,,,,,,,
1140,95814807,48.8276246024,-122.177805081,,Whatcom,,,,,,,,,,,,
1141,95877537,45.5270183227,-122.5787481387,Portland,Multnomah,,,,,,,31.7920322418213,15.2011461257935,28.614294052124,,,
1142,95879069,45.5386012327,-122.5993800258,Portland,Multnomah,,,,,,,31.4756450653076,15.2703075408936,29.0391025543213,,,
1143,95991266,45.5495544943,-122.5886278042,Portland,Multnomah,,,,,,,31.6437225341797,15.4225616455078,29.2843074798584,,,
1144,95992990,45.5389757781,-122.6005995927,Portland,Multnomah,,,,,,,31.3469047546387,15.2181453704834,29.2807731628418,,,
1145,95995137,45.5454126187,-122.6103982051,Portland,Multnomah,,,,,,,31.5504264831543,15.2472496032715,28.9008140563965,,,
1146,96130763,45.5809464895,-122.5730161741,Portland,Multnomah,,,,,,,31.91357421875,16.8311634063721,30.0243339538574,,,
1147,96135987,45.624932232,-122.6609198749,,Clark,,,,,,,,,,,,
1148,96143065,48.4870415184,-122.4220263403,,Skagit,,,,,,,,,,,,
1149,96147250,45.6923829872,-122.6581038907,,Clark,,,,,,,,,,,,
1150,96149618,45.7126429408,-122.7077968419,,Clark,,,,,,,,,,,,
1151,96158642,45.5183902011,-122.7149906942,Portland,Multnomah,,,,,,,27.5936298370361,16.0294456481934,27.5134754180908,,,
1152,96166115,45.7794076616,-122.6604380831,,Clark,,,,,,,,,,,,
1153,96253893,45.5724901121,-122.728009969,Portland,Multnomah,,,,,,,31.988338470459,16.2816467285156,28.8723468780518,,,
1154,96260488,45.5908719673,-122.7506300434,Portland,Multnomah,,,,,,,31.6861438751221,15.6965265274048,29.687801361084,,,
1155,96264266,45.5330934763,-122.8068870306,,Washington,,,,,,,,,,,,
1156,96412200,43.6482094379,-123.85222435,,Douglas,,,,,,,,,,,,
1157,96434447,47.6943591667,-122.0957769444,Redmond City Limits,King,89.3639144897461,58.3990516662598,84.8346176147461,,,,,,,,,
1158,96435374,47.6928390833,-122.0935226944,Redmond City Limits,King,89.6192474365234,58.5749282836914,84.9558868408203,,,,,,,,,
1159,96476929,43.3702492405,-124.2136506736,Coos Bay,Coos,,,,,,,,,,,,
1160,96483487,43.1772217862,-124.1899332404,,Coos,,,,,,,,,,,,
1161,96517215,43.9587065242,-124.1046255827,,Lane,,,,,,,,,,,,
1162,96538903,43.1783498849,-123.8075675815,,Coos,,,,,,,,,,,,
1163,96540895,44.6528469486,-124.0531067178,,Lincoln,,,,,,,,,,,,
1164,96541341,43.73162,-122.44275,,Lane,,,,,,,,,,,,
1165,96542433,43.73944,-122.45843,,Lane,,,,,,,,,,,,
1166,96607092,44.6320214538,-124.0396534279,,Lincoln,,,,,,,,,,,,
1167,96631555,46.86002025,-122.46244595,,Thurston,,,,,,,,,,,,
1168,96631602,46.85980897,-122.46216826,,Thurston,,,,,,,,,,,,
1169,96631683,46.85893411,-122.46208196,,Thurston,,,,,,,,,,,,
1170,96631722,46.85049797,-122.44329571,,Thurston,,,,,,,,,,,,
1171,96631852,46.85053979,-122.43658402,,Thurston,,,,,,,,,,,,
1172,96631941,46.85048767,-122.43734704,,Thurston,,,,,,,,,,,,
1173,96631980,46.84932486,-122.42947968,,Thurston,,,,,,,,,,,,
1174,96632049,46.8497236,-122.43028302,,Thurston,,,,,,,,,,,,
1175,96703914,45.1848222916,-123.9099924266,,Tillamook,,,,,,,,,,,,
1176,96714334,45.4269798719,-123.8056746125,,Tillamook,,,,,,,,,,,,
1177,96720884,45.7612338346,-123.9578567818,,Tillamook,,,,,,,,,,,,
1178,96739254,45.3182179096,-123.9225518703,,Tillamook,,,,,,,,,,,,
1179,96798237,46.1898281837,-123.8118074834,,Clatsop,,,,,,,,,,,,
1180,96805109,46.1041734524,-123.2051249966,,Columbia,,,,,,,,,,,,
1181,96809516,46.350801973,-122.9041120782,,Cowlitz,,,,,,,,,,,,
1182,96810428,47.008534,-115.00696,,Mineral,,,,,,,,,,,,
1183,96942626,48.8237607288,-122.3326567188,,Whatcom,,,,,,,,,,,,
1184,96948017,45.468525,-122.63472,Portland,Multnomah,,,,,,,31.2915630340576,15.8202867507935,28.3609027862549,,,
1185,96953908,48.8026459833,-122.1986592561,,Whatcom,,,,,,,,,,,,
1186,97041514,45.4798366667,-122.6215666667,Portland,Multnomah,,,,,,,31.2439308166504,15.6241474151611,29.0192985534668,,,
1187,97043616,47.6430298611,-122.1027078889,Redmond City Limits,King,88.8921661376953,61.5297622680664,86.2036666870117,,,,,,,,,
1188,97046350,45.46538,-122.591325,Portland,Multnomah,,,,,,,31.758638381958,13.9477672576904,29.2929229736328,,,
1189,97048035,47.6418471944,-122.1028474167,Redmond City Limits,King,88.64501953125,61.4276466369629,85.6126861572266,,,,,,,,,
1190,97048927,45.53695,-122.6447,Portland,Multnomah,,,,,,,31.4302024841309,16.7133636474609,29.2964458465576,,,
1191,97157713,47.6732116667,-122.3129366667,,King,88.0190353393555,61.8343162536621,84.590705871582,,,,,,,,,
1192,97158070,47.0793060006,-122.9785345125,,Thurston,,,,,,,,,,,,
1193,97158260,47.6743133333,-122.3154916667,,King,88.2174377441406,63.0301284790039,84.5939102172852,,,,,,,,,
1194,97161232,47.6269133333,-122.3243416667,,King,88.8687057495117,62.7941703796387,85.0850982666016,,,,,,,,,
1195,97217789,45.50422,-122.6415333333,Portland,Multnomah,,,,,,,31.0564861297607,15.9050073623657,29.4945487976074,,,
1196,97493630,45.5018383333,-122.68,Portland,Multnomah,,,,,,,31.5330390930176,16.2214527130127,27.7498798370361,,,
1197,97563005,45.5139273208,-122.718245448,Portland,Multnomah,,,,,,,26.6442584991455,15.5906248092651,27.3376998901367,,,
1198,97563486,45.5160856922,-122.7187958008,Portland,Multnomah,,,,,,,27.413969039917,15.3987970352173,27.3744850158691,,,
1199,97563867,45.5154680235,-122.7190666601,Portland,Multnomah,,,,,,,27.2730026245117,15.5430536270142,27.3561553955078,,,
1200,97565380,45.5112087516,-122.7188941157,Portland,Multnomah,,,,,,,27.27614402771,14.9834966659546,27.314754486084,,,
1201,97566463,45.510858902,-122.7153108248,Portland,Multnomah,,,,,,,27.3068599700928,14.9021644592285,27.2968845367432,,,
1202,97566874,45.5115801564,-122.7122283051,Portland,Multnomah,,,,,,,27.3184566497803,15.0453033447266,27.3325023651123,,,
1203,97567109,45.5116507027,-122.7115839254,Portland,Multnomah,,,,,,,27.2585163116455,15.1827335357666,27.3418064117432,,,
1204,97656224,45.5007666667,-122.6794966667,Portland,Multnomah,,,,,,,31.5893974304199,16.1567344665527,27.7108001708984,,,
1205,97739553,45.50192,-122.6806866667,Portland,Multnomah,,,,,,,31.5167140960693,16.2297477722168,27.8958797454834,,,
1206,97817820,41.5387330683,-123.6560877137,,Siskiyou,,,,,,,,,,,,
1207,97824772,46.90916538,-122.91558334,,Thurston,,,,,,,,,,,,
1208,97916981,48.784337061,-122.4183536321,"Bellingham, Washington, USA",Whatcom,,,,,,,,,,,,
1209,98023346,48.8983297041,-122.6606731117,,Whatcom,,,,,,,,,,,,
1210,98026234,45.5625983281,-122.6371468698,Portland,Multnomah,,,,,,,31.2206115722656,15.2457408905029,28.7250919342041,,,
1211,98027597,45.5632617558,-122.6403584798,Portland,Multnomah,,,,,,,31.1832466125488,15.165566444397,29.0181331634521,,,
1212,98080339,45.5078916667,-122.59578,Portland,Multnomah,,,,,,,30.8287410736084,15.0804071426392,27.3779315948486,,,
1213,98122453,48.7539018756,-122.471425496,"Bellingham, Washington, USA",Whatcom,,,,,,,,,,,,
1214,98252186,47.4750966667,-122.176405,Renton City Limits,King,90.1681137084961,55.2712707519531,81.404655456543,,,,,,,,,
1215,98295881,47.5474616667,-120.6921216667,,Chelan,,,,,,,,,,,,
1216,98309621,47.5238103653,-122.0552830306,Issaquah City Limits,King,90.18701171875,55.8472023010254,81.2427291870117,,,,,,,,,
1217,98310779,47.5239129598,-122.0552484972,Issaquah City Limits,King,90.1771469116211,55.8752708435059,81.591552734375,,,,,,,,,
1218,98321583,47.5516063907,-122.0486556274,Issaquah City Limits,King,89.6157836914062,60.947826385498,85.7242813110352,,,,,,,,,
1219,98324124,47.5538783333,-122.0530471667,Issaquah City Limits,King,88.2197799682617,59.776969909668,82.6239013671875,,,,,,,,,
1220,98331457,47.6840666667,-122.3470383333,,King,87.1186599731445,62.841480255127,84.9186325073242,,,,,,,,,
1221,98397971,45.3861796647,-121.8325913111,,Clackamas,,,,,,,,,,,,
1222,98406457,45.5165521675,-122.7140411803,Portland,Multnomah,,,,,,,27.6393928527832,15.4026575088501,27.4126777648926,,,
1223,98407614,45.5162666667,-122.7145283333,Portland,Multnomah,,,,,,,27.526496887207,15.3201017379761,27.4129886627197,,,
1224,98408897,45.5165271427,-122.7147519167,Portland,Multnomah,,,,,,,27.4672412872314,15.2877683639526,27.4193668365479,,,
1225,98409411,45.5164479443,-122.7148462155,Portland,Multnomah,,,,,,,27.5000705718994,15.2907953262329,27.4174156188965,,,
1226,98436205,48.5071400399,-123.3699578996,"Saanich, British Columbia",Capital,,,,,,,,,,,,
1227,98523302,47.6686497633,-122.4177722633,,King,90.0774459838867,59.9758644104004,83.8460006713867,,,,,,,,,
1228,98526875,47.6679374204,-122.4152882025,,King,89.5180740356445,58.8444747924805,84.0909042358398,,,,,,,,,
1229,98534545,47.6676253863,-122.3959722742,,King,87.612922668457,62.4891242980957,84.0183944702148,,,,,,,,,
1230,98614339,47.2294129321,-122.3986816251,Tacoma,Pierce,,,,,,,,,,32.7250099182129,16.3975868225098,29.7910041809082
1231,98672958,47.51925,-122.0981445,,King,88.8744430541992,56.2854080200195,81.1274337768555,,,,,,,,,
1232,98673164,47.5196916667,-122.0933528333,,King,89.2827529907227,56.0602645874023,81.8942108154297,,,,,,,,,
1233,98673417,47.5192716667,-122.0945888333,,King,89.1797027587891,56.1039123535156,81.805534362793,,,,,,,,,
1234,99245658,46.7226463379,-117.004391849,,Latah,,,,,,,,,,,,
1235,99246428,46.7226594389,-117.0043750852,,Latah,,,,,,,,,,,,
